YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,7,6,1,WN,567,N771SA,MDW,PHX,525,524.0,-1.0,7.0,531.0,215.0,197.0,184.0,1444,635.0,6.0,700,641.0,-19.0,0,0,,,,,,
2015,7,6,1,WN,269,N256WN,ATL,BWI,530,530.0,0.0,20.0,550.0,105.0,113.0,87.0,577,717.0,6.0,715,723.0,8.0,0,0,,,,,,
2015,7,6,1,WN,1270,N8315C,MHT,MDW,530,527.0,-3.0,7.0,534.0,155.0,130.0,116.0,838,630.0,7.0,705,637.0,-28.0,0,0,,,,,,
2015,7,6,1,AA,281,N5ELAA,MIA,DFW,600,555.0,-5.0,24.0,619.0,186.0,181.0,152.0,1121,751.0,5.0,806,756.0,-10.0,0,0,,,,,,
2015,7,7,2,NK,298,N622NK,LAS,IAH,3,4.0,1.0,13.0,17.0,177.0,183.0,153.0,1222,450.0,17.0,500,507.0,7.0,0,0,,,,,,
2015,7,7,2,AA,1965,N199UW,SFO,CLT,5,2400.0,-5.0,22.0,22.0,303.0,311.0,276.0,2296,758.0,13.0,808,811.0,3.0,0,0,,,,,,
2015,7,7,2,AA,260,N3HGAA,LAX,MIA,10,5.0,-5.0,26.0,31.0,312.0,322.0,287.0,2342,818.0,9.0,822,827.0,5.0,0,0,,,,,,
2015,7,7,2,AA,448,N152UW,SLC,CLT,15,13.0,-2.0,15.0,28.0,234.0,227.0,206.0,1727,554.0,6.0,609,600.0,-9.0,0,0,,,,,,
2015,7,7,2,UA,1921,N69829,SEA,IAH,19,31.0,12.0,12.0,43.0,246.0,234.0,218.0,1874,621.0,4.0,625,625.0,0.0,0,0,,,,,,
2015,7,7,2,AA,771,N550UW,PHX,PHL,35,30.0,-5.0,15.0,45.0,270.0,311.0,294.0,2075,839.0,2.0,805,841.0,36.0,0,0,,36.0,0.0,0.0,0.0,0.0
2015,7,7,2,AA,1403,N3GVAA,DFW,MIA,500,453.0,-7.0,11.0,504.0,170.0,174.0,149.0,1121,833.0,14.0,850,847.0,-3.0,0,0,,,,,,
2015,7,7,2,AA,1044,N3HBAA,IAH,MIA,500,510.0,10.0,24.0,534.0,151.0,161.0,125.0,964,839.0,12.0,831,851.0,20.0,0,0,,10.0,0.0,10.0,0.0,0.0
2015,7,7,2,HA,102,N488HA,HNL,ITO,500,455.0,-5.0,11.0,506.0,52.0,56.0,40.0,216,546.0,5.0,552,551.0,-1.0,0,0,,,,,,
2015,7,7,2,B6,939,N580JB,JFK,BQN,506,504.0,-2.0,17.0,521.0,225.0,222.0,200.0,1576,841.0,5.0,851,846.0,-5.0,0,0,,,,,,
2015,7,7,2,AA,1963,N725UW,BWI,CLT,515,508.0,-7.0,10.0,518.0,78.0,72.0,56.0,361,614.0,6.0,633,620.0,-13.0,0,0,,,,,,
2015,7,7,2,WN,567,N440LV,MDW,PHX,525,604.0,39.0,15.0,619.0,215.0,214.0,194.0,1444,733.0,5.0,700,738.0,38.0,0,0,,0.0,0.0,38.0,0.0,0.0
2015,7,7,2,WN,269,N296WN,ATL,BWI,530,525.0,-5.0,17.0,542.0,105.0,101.0,80.0,577,702.0,4.0,715,706.0,-9.0,0,0,,,,,,
2015,7,7,2,WN,1270,N8611F,MHT,MDW,530,525.0,-5.0,9.0,534.0,155.0,145.0,131.0,838,645.0,5.0,705,650.0,-15.0,0,0,,,,,,
2015,7,7,2,AA,281,N5ENAA,MIA,DFW,600,557.0,-3.0,10.0,607.0,186.0,178.0,156.0,1121,743.0,12.0,806,755.0,-11.0,0,0,,,,,,
2015,7,8,3,NK,298,N633NK,LAS,IAH,3,117.0,74.0,11.0,128.0,177.0,164.0,140.0,1222,548.0,13.0,500,601.0,61.0,0,0,,0.0,0.0,0.0,61.0,0.0
2015,7,8,3,AA,1965,N199UW,SFO,CLT,5,2400.0,-5.0,16.0,16.0,303.0,298.0,269.0,2296,745.0,13.0,808,758.0,-10.0,0,0,,,,,,
2015,7,8,3,AA,260,N3DUAA,LAX,MIA,10,8.0,-2.0,13.0,21.0,312.0,293.0,276.0,2342,757.0,4.0,822,801.0,-21.0,0,0,,,,,,
2015,7,8,3,AA,448,N579UW,SLC,CLT,15,15.0,0.0,9.0,24.0,234.0,214.0,201.0,1727,545.0,4.0,609,549.0,-20.0,0,0,,,,,,
2015,7,8,3,UA,1921,N68817,SEA,IAH,19,40.0,21.0,10.0,50.0,246.0,241.0,226.0,1874,636.0,5.0,625,641.0,16.0,0,0,,0.0,0.0,16.0,0.0,0.0
2015,7,8,3,AA,771,N913US,PHX,PHL,35,29.0,-6.0,15.0,44.0,270.0,251.0,232.0,2075,736.0,4.0,805,740.0,-25.0,0,0,,,,,,
2015,7,8,3,AA,1403,N3BVAA,DFW,MIA,500,534.0,34.0,14.0,548.0,170.0,167.0,145.0,1121,913.0,8.0,850,921.0,31.0,0,0,,0.0,0.0,31.0,0.0,0.0
2015,7,8,3,AA,1044,N3GSAA,IAH,MIA,500,457.0,-3.0,10.0,507.0,151.0,144.0,128.0,964,815.0,6.0,831,821.0,-10.0,0,0,,,,,,
2015,7,8,3,HA,102,N487HA,HNL,ITO,500,457.0,-3.0,9.0,506.0,52.0,48.0,35.0,216,541.0,4.0,552,545.0,-7.0,0,0,,,,,,
2015,7,8,3,B6,939,N569JB,JFK,BQN,506,505.0,-1.0,19.0,524.0,225.0,215.0,191.0,1576,835.0,5.0,851,840.0,-11.0,0,0,,,,,,
2015,7,8,3,AA,1963,N711UW,BWI,CLT,515,511.0,-4.0,10.0,521.0,78.0,68.0,54.0,361,615.0,4.0,633,619.0,-14.0,0,0,,,,,,
2015,7,8,3,WN,567,N936WN,MDW,PHX,525,525.0,0.0,7.0,532.0,215.0,204.0,193.0,1444,645.0,4.0,700,649.0,-11.0,0,0,,,,,,
2015,7,8,3,WN,269,N709SW,ATL,BWI,530,528.0,-2.0,15.0,543.0,105.0,137.0,84.0,577,707.0,38.0,715,745.0,30.0,0,0,,30.0,0.0,0.0,0.0,0.0
2015,7,8,3,WN,1270,N8308K,MHT,MDW,530,525.0,-5.0,10.0,535.0,155.0,145.0,129.0,838,644.0,6.0,705,650.0,-15.0,0,0,,,,,,
2015,7,8,3,AA,281,N634AA,MIA,DFW,600,558.0,-2.0,17.0,615.0,186.0,168.0,147.0,1121,742.0,4.0,806,746.0,-20.0,0,0,,,,,,
2015,7,9,4,NK,298,N634NK,LAS,IAH,3,15.0,12.0,11.0,26.0,177.0,163.0,141.0,1222,447.0,11.0,500,458.0,-2.0,0,0,,,,,,
2015,7,9,4,AA,1965,N169UW,SFO,CLT,5,2400.0,-5.0,12.0,12.0,303.0,289.0,266.0,2296,738.0,11.0,808,749.0,-19.0,0,0,,,,,,
2015,7,9,4,AA,260,N3BAAA,LAX,MIA,10,6.0,-4.0,26.0,32.0,312.0,303.0,273.0,2342,805.0,4.0,822,809.0,-13.0,0,0,,,,,,
2015,7,9,4,AA,448,,SLC,CLT,15,,,,,234.0,,,1727,,,609,,,0,1,B,,,,,
2015,7,9,4,UA,1921,N69804,SEA,IAH,19,232.0,133.0,9.0,241.0,246.0,243.0,229.0,1874,830.0,5.0,625,835.0,130.0,0,0,,0.0,0.0,0.0,130.0,0.0
2015,7,9,4,AA,771,N188US,PHX,PHL,35,53.0,18.0,9.0,102.0,270.0,255.0,242.0,2075,804.0,4.0,805,808.0,3.0,0,0,,,,,,
2015,7,9,4,AA,1403,N3CGAA,DFW,MIA,500,502.0,2.0,14.0,516.0,170.0,163.0,140.0,1121,836.0,9.0,850,845.0,-5.0,0,0,,,,,,
2015,7,9,4,AA,1044,N3KDAA,IAH,MIA,500,459.0,-1.0,21.0,520.0,151.0,156.0,123.0,964,823.0,12.0,831,835.0,4.0,0,0,,,,,,
2015,7,9,4,HA,102,N477HA,HNL,ITO,500,457.0,-3.0,7.0,504.0,52.0,53.0,41.0,216,545.0,5.0,552,550.0,-2.0,0,0,,,,,,
2015,7,9,4,B6,939,N588JB,JFK,BQN,506,501.0,-5.0,16.0,517.0,225.0,224.0,198.0,1576,835.0,10.0,851,845.0,-6.0,0,0,,,,,,
2015,7,9,4,AA,1963,N701UW,BWI,CLT,515,509.0,-6.0,8.0,517.0,78.0,70.0,58.0,361,615.0,4.0,633,619.0,-14.0,0,0,,,,,,
2015,7,9,4,WN,567,N231WN,MDW,PHX,525,603.0,38.0,14.0,617.0,215.0,215.0,197.0,1444,734.0,4.0,700,738.0,38.0,0,0,,0.0,0.0,38.0,0.0,0.0
2015,7,9,4,WN,269,N908WN,ATL,BWI,530,530.0,0.0,13.0,543.0,105.0,105.0,88.0,577,711.0,4.0,715,715.0,0.0,0,0,,,,,,
2015,7,9,4,WN,1270,N8639B,MHT,MDW,530,527.0,-3.0,8.0,535.0,155.0,170.0,127.0,838,642.0,35.0,705,717.0,12.0,0,0,,,,,,
2015,7,9,4,AA,281,N640AA,MIA,DFW,600,602.0,2.0,15.0,617.0,186.0,185.0,164.0,1121,801.0,6.0,806,807.0,1.0,0,0,,,,,,
2015,7,10,5,NK,298,N639NK,LAS,IAH,3,13.0,10.0,13.0,26.0,177.0,172.0,142.0,1222,448.0,17.0,500,505.0,5.0,0,0,,,,,,
2015,7,10,5,AA,1965,N173US,SFO,CLT,5,46.0,41.0,8.0,54.0,303.0,267.0,257.0,2296,811.0,2.0,808,813.0,5.0,0,0,,,,,,
2015,7,10,5,AA,260,N3FFAA,LAX,MIA,10,2400.0,-10.0,22.0,22.0,312.0,327.0,295.0,2342,817.0,10.0,822,827.0,5.0,0,0,,,,,,
2015,7,10,5,AA,448,N539UW,SLC,CLT,15,11.0,-4.0,19.0,30.0,234.0,242.0,215.0,1727,605.0,8.0,609,613.0,4.0,0,0,,,,,,
2015,7,10,5,UA,1921,N68821,SEA,IAH,19,30.0,11.0,14.0,44.0,246.0,245.0,225.0,1874,629.0,6.0,625,635.0,10.0,0,0,,,,,,
2015,7,10,5,AA,771,N582UW,PHX,PHL,35,31.0,-4.0,9.0,40.0,270.0,249.0,237.0,2075,737.0,3.0,805,740.0,-25.0,0,0,,,,,,
2015,7,10,5,AA,1403,N3BWAA,DFW,MIA,500,458.0,-2.0,18.0,516.0,170.0,165.0,139.0,1121,835.0,8.0,850,843.0,-7.0,0,0,,,,,,
2015,7,10,5,AA,1044,N3ETAA,IAH,MIA,500,458.0,-2.0,28.0,526.0,151.0,163.0,124.0,964,830.0,11.0,831,841.0,10.0,0,0,,,,,,
2015,7,10,5,HA,102,N488HA,HNL,ITO,500,454.0,-6.0,14.0,508.0,52.0,58.0,39.0,216,547.0,5.0,552,552.0,0.0,0,0,,,,,,
2015,7,10,5,B6,939,N599JB,JFK,BQN,506,504.0,-2.0,10.0,514.0,225.0,209.0,194.0,1576,828.0,5.0,851,833.0,-18.0,0,0,,,,,,
2015,7,10,5,AA,1963,N730US,BWI,CLT,515,510.0,-5.0,8.0,518.0,78.0,67.0,55.0,361,613.0,4.0,633,617.0,-16.0,0,0,,,,,,
2015,7,10,5,WN,567,N564WN,MDW,PHX,525,525.0,0.0,9.0,534.0,215.0,211.0,199.0,1444,653.0,3.0,700,656.0,-4.0,0,0,,,,,,
2015,7,10,5,WN,269,N223WN,ATL,BWI,530,530.0,0.0,11.0,541.0,105.0,99.0,85.0,577,706.0,3.0,715,709.0,-6.0,0,0,,,,,,
2015,7,10,5,WN,1270,N8306H,MHT,MDW,530,526.0,-4.0,8.0,534.0,155.0,147.0,125.0,838,639.0,14.0,705,653.0,-12.0,0,0,,,,,,
2015,7,10,5,AA,281,N634AA,MIA,DFW,600,557.0,-3.0,16.0,613.0,186.0,178.0,158.0,1121,751.0,4.0,806,755.0,-11.0,0,0,,,,,,
2015,7,11,6,NK,298,N643NK,LAS,IAH,3,2.0,-1.0,14.0,16.0,177.0,175.0,153.0,1222,449.0,8.0,500,457.0,-3.0,0,0,,,,,,
2015,7,11,6,AA,1965,N183UW,SFO,CLT,5,2400.0,-5.0,19.0,19.0,303.0,291.0,259.0,2296,738.0,13.0,808,751.0,-17.0,0,0,,,,,,
2015,7,11,6,AA,260,N3ABAA,LAX,MIA,10,10.0,0.0,24.0,34.0,312.0,329.0,282.0,2342,816.0,23.0,822,839.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
2015,7,11,6,AA,448,N919US,SLC,CLT,15,18.0,3.0,13.0,31.0,234.0,220.0,202.0,1727,553.0,5.0,609,558.0,-11.0,0,0,,,,,,
2015,7,11,6,UA,1921,N69810,SEA,IAH,19,47.0,28.0,14.0,101.0,246.0,246.0,227.0,1874,648.0,5.0,625,653.0,28.0,0,0,,0.0,0.0,26.0,2.0,0.0
2015,7,11,6,AA,771,N585UW,PHX,PHL,35,29.0,-6.0,11.0,40.0,270.0,249.0,232.0,2075,732.0,6.0,805,738.0,-27.0,0,0,,,,,,
2015,7,11,6,AA,1403,N3MPAA,DFW,MIA,500,500.0,0.0,13.0,513.0,170.0,163.0,143.0,1121,836.0,7.0,850,843.0,-7.0,0,0,,,,,,
2015,7,11,6,AA,1044,N3ERAA,IAH,MIA,500,502.0,2.0,19.0,521.0,151.0,150.0,123.0,964,824.0,8.0,831,832.0,1.0,0,0,,,,,,
2015,7,11,6,HA,102,N481HA,HNL,ITO,500,458.0,-2.0,8.0,506.0,52.0,48.0,35.0,216,541.0,5.0,552,546.0,-6.0,0,0,,,,,,
2015,7,11,6,B6,939,N661JB,JFK,BQN,508,517.0,9.0,13.0,530.0,225.0,219.0,199.0,1576,849.0,7.0,853,856.0,3.0,0,0,,,,,,
2015,7,11,6,AA,843,N715UW,BWI,CLT,515,511.0,-4.0,9.0,520.0,78.0,79.0,59.0,361,619.0,11.0,633,630.0,-3.0,0,0,,,,,,
2015,7,11,6,WN,1086,N623SW,ATL,MCO,530,532.0,2.0,11.0,543.0,90.0,79.0,59.0,404,642.0,9.0,700,651.0,-9.0,0,0,,,,,,
2015,7,11,6,WN,1809,N455WN,MDW,BOS,530,525.0,-5.0,11.0,536.0,130.0,131.0,110.0,861,826.0,10.0,840,836.0,-4.0,0,0,,,,,,
2015,7,11,6,WN,2738,N7721E,MHT,MCO,530,540.0,10.0,8.0,548.0,185.0,169.0,155.0,1142,823.0,6.0,835,829.0,-6.0,0,0,,,,,,
2015,7,11,6,AA,281,N5CHAA,MIA,DFW,600,558.0,-2.0,19.0,617.0,186.0,176.0,149.0,1121,746.0,8.0,806,754.0,-12.0,0,0,,,,,,
2015,7,12,7,NK,298,N634NK,LAS,IAH,3,2356.0,-7.0,11.0,7.0,177.0,168.0,150.0,1222,437.0,7.0,500,444.0,-16.0,0,0,,,,,,
2015,7,12,7,AA,1965,N922US,SFO,CLT,5,2359.0,-6.0,15.0,14.0,303.0,279.0,255.0,2296,729.0,9.0,808,738.0,-30.0,0,0,,,,,,
2015,7,12,7,AA,260,N3MGAA,LAX,MIA,10,5.0,-5.0,24.0,29.0,312.0,327.0,284.0,2342,813.0,19.0,822,832.0,10.0,0,0,,,,,,
2015,7,12,7,AA,448,N914UY,SLC,CLT,15,10.0,-5.0,11.0,21.0,234.0,209.0,193.0,1727,534.0,5.0,609,539.0,-30.0,0,0,,,,,,
2015,7,12,7,UA,1921,N76516,SEA,IAH,19,14.0,-5.0,11.0,25.0,246.0,235.0,218.0,1874,603.0,6.0,625,609.0,-16.0,0,0,,,,,,
2015,7,12,7,AA,771,N581UW,PHX,PHL,35,41.0,6.0,13.0,54.0,270.0,255.0,237.0,2075,751.0,5.0,805,756.0,-9.0,0,0,,,,,,
2015,7,12,7,AA,1403,N3JEAA,DFW,MIA,500,457.0,-3.0,13.0,510.0,170.0,171.0,148.0,1121,838.0,10.0,850,848.0,-2.0,0,0,,,,,,
2015,7,12,7,AA,1044,N3BTAA,IAH,MIA,500,513.0,13.0,11.0,524.0,151.0,146.0,126.0,964,830.0,9.0,831,839.0,8.0,0,0,,,,,,
2015,7,12,7,HA,206,N479HA,HNL,OGG,505,457.0,-8.0,11.0,508.0,36.0,40.0,22.0,100,530.0,7.0,541,537.0,-4.0,0,0,,,,,,
2015,7,12,7,B6,939,N536JB,JFK,BQN,506,504.0,-2.0,11.0,515.0,225.0,213.0,194.0,1576,829.0,8.0,851,837.0,-14.0,0,0,,,,,,
2015,7,12,7,AA,843,N702UW,BWI,CLT,515,510.0,-5.0,11.0,521.0,78.0,73.0,58.0,361,619.0,4.0,633,623.0,-10.0,0,0,,,,,,
2015,7,12,7,WN,2070,N761RR,MDW,LAS,530,529.0,-1.0,10.0,539.0,225.0,231.0,214.0,1521,713.0,7.0,715,720.0,5.0,0,0,,,,,,
2015,7,12,7,WN,1270,N8315C,MHT,MDW,530,529.0,-1.0,19.0,548.0,155.0,148.0,123.0,838,651.0,6.0,705,657.0,-8.0,0,0,,,,,,
2015,7,12,7,AA,1738,N555AY,ATL,CLT,550,548.0,-2.0,12.0,600.0,67.0,59.0,41.0,226,641.0,6.0,657,647.0,-10.0,0,0,,,,,,
2015,7,12,7,AA,281,N635AA,MIA,DFW,600,554.0,-6.0,12.0,606.0,186.0,183.0,157.0,1121,743.0,14.0,806,757.0,-9.0,0,0,,,,,,
2015,7,13,1,NK,298,N607NK,LAS,IAH,3,2.0,-1.0,16.0,18.0,177.0,178.0,153.0,1222,451.0,9.0,500,500.0,0.0,0,0,,,,,,
2015,7,13,1,AA,1965,N178US,SFO,CLT,5,2.0,-3.0,15.0,17.0,303.0,288.0,256.0,2296,733.0,17.0,808,750.0,-18.0,0,0,,,,,,
2015,7,13,1,AA,260,N3HJAA,LAX,MIA,10,3.0,-7.0,35.0,38.0,312.0,328.0,288.0,2342,826.0,5.0,822,831.0,9.0,0,0,,,,,,
2015,7,13,1,AA,448,N156UW,SLC,CLT,15,24.0,9.0,12.0,36.0,234.0,212.0,195.0,1727,551.0,5.0,609,556.0,-13.0,0,0,,,,,,
2015,7,13,1,UA,1921,N69818,SEA,IAH,19,18.0,-1.0,13.0,31.0,246.0,246.0,228.0,1874,619.0,5.0,625,624.0,-1.0,0,0,,,,,,
2015,7,13,1,AA,771,N193UW,PHX,PHL,35,115.0,40.0,14.0,129.0,270.0,259.0,242.0,2075,831.0,3.0,805,834.0,29.0,0,0,,0.0,0.0,29.0,0.0,0.0
2015,7,13,1,AA,1403,N3BTAA,DFW,MIA,500,502.0,2.0,11.0,513.0,170.0,167.0,149.0,1121,842.0,7.0,850,849.0,-1.0,0,0,,,,,,
2015,7,13,1,AA,1044,N3GXAA,IAH,MIA,500,459.0,-1.0,18.0,517.0,151.0,162.0,138.0,964,835.0,6.0,831,841.0,10.0,0,0,,,,,,
2015,7,13,1,HA,102,N475HA,HNL,ITO,500,454.0,-6.0,9.0,503.0,52.0,53.0,38.0,216,541.0,6.0,552,547.0,-5.0,0,0,,,,,,
2015,7,13,1,B6,939,N613JB,JFK,BQN,506,517.0,11.0,13.0,530.0,225.0,224.0,202.0,1576,852.0,9.0,851,901.0,10.0,0,0,,,,,,
2015,7,13,1,AA,1963,N713UW,BWI,CLT,515,512.0,-3.0,11.0,523.0,78.0,71.0,55.0,361,618.0,5.0,633,623.0,-10.0,0,0,,,,,,
2015,7,13,1,WN,567,N422WN,MDW,PHX,525,524.0,-1.0,13.0,537.0,215.0,215.0,197.0,1444,654.0,5.0,700,659.0,-1.0,0,0,,,,,,
2015,7,13,1,WN,269,N792SW,ATL,BWI,530,525.0,-5.0,16.0,541.0,105.0,104.0,84.0,577,705.0,4.0,715,709.0,-6.0,0,0,,,,,,
2015,7,13,1,WN,1270,N8659D,MHT,MDW,530,656.0,86.0,10.0,706.0,155.0,175.0,159.0,838,845.0,6.0,705,851.0,106.0,0,0,,106.0,0.0,0.0,0.0,0.0
2015,7,13,1,AA,281,N5CGAA,MIA,DFW,600,623.0,23.0,17.0,640.0,186.0,163.0,143.0,1121,803.0,3.0,806,806.0,0.0,0,0,,,,,,
2015,7,14,2,NK,298,N642NK,LAS,IAH,3,116.0,73.0,10.0,126.0,177.0,172.0,151.0,1222,557.0,11.0,500,608.0,68.0,0,0,,0.0,0.0,0.0,68.0,0.0
2015,7,14,2,AA,1965,N914UY,SFO,CLT,5,2357.0,-8.0,21.0,18.0,303.0,312.0,270.0,2296,748.0,21.0,808,809.0,1.0,0,0,,,,,,
2015,7,14,2,AA,260,N3EFAA,LAX,MIA,10,729.0,439.0,20.0,749.0,312.0,326.0,300.0,2342,1549.0,6.0,822,1555.0,453.0,0,0,,14.0,0.0,325.0,114.0,0.0
2015,7,14,2,AA,448,N581UW,SLC,CLT,15,5.0,-10.0,14.0,19.0,234.0,215.0,195.0,1727,534.0,6.0,609,540.0,-29.0,0,0,,,,,,
2015,7,14,2,UA,1921,N68842,SEA,IAH,19,18.0,-1.0,15.0,33.0,246.0,243.0,223.0,1874,616.0,5.0,625,621.0,-4.0,0,0,,,,,,
2015,7,14,2,AA,771,N539UW,PHX,PHL,35,32.0,-3.0,11.0,43.0,270.0,255.0,235.0,2075,738.0,9.0,805,747.0,-18.0,0,0,,,,,,
2015,7,14,2,AA,1403,N3JLAA,DFW,MIA,500,457.0,-3.0,11.0,508.0,170.0,165.0,149.0,1121,837.0,5.0,850,842.0,-8.0,0,0,,,,,,
2015,7,14,2,AA,1044,N3HFAA,IAH,MIA,500,501.0,1.0,15.0,516.0,151.0,151.0,129.0,964,825.0,7.0,831,832.0,1.0,0,0,,,,,,
2015,7,14,2,HA,102,N491HA,HNL,ITO,500,456.0,-4.0,10.0,506.0,52.0,53.0,38.0,216,544.0,5.0,552,549.0,-3.0,0,0,,,,,,
2015,7,14,2,B6,939,N571JB,JFK,BQN,506,504.0,-2.0,16.0,520.0,225.0,220.0,197.0,1576,837.0,7.0,851,844.0,-7.0,0,0,,,,,,
2015,7,14,2,AA,1963,N715UW,BWI,CLT,515,512.0,-3.0,22.0,534.0,78.0,84.0,55.0,361,629.0,7.0,633,636.0,3.0,0,0,,,,,,
2015,7,14,2,WN,567,N767SW,MDW,PHX,525,526.0,1.0,10.0,536.0,215.0,212.0,196.0,1444,652.0,6.0,700,658.0,-2.0,0,0,,,,,,
2015,7,14,2,WN,269,N363SW,ATL,BWI,530,525.0,-5.0,15.0,540.0,105.0,116.0,90.0,577,710.0,11.0,715,721.0,6.0,0,0,,,,,,
2015,7,14,2,WN,1270,N8657B,MHT,MDW,530,534.0,4.0,7.0,541.0,155.0,129.0,117.0,838,638.0,5.0,705,643.0,-22.0,0,0,,,,,,
2015,7,14,2,AA,281,N5EAAA,MIA,DFW,600,600.0,0.0,18.0,618.0,186.0,175.0,150.0,1121,748.0,7.0,806,755.0,-11.0,0,0,,,,,,
2015,7,15,3,NK,298,N634NK,LAS,IAH,3,4.0,1.0,14.0,18.0,177.0,178.0,152.0,1222,450.0,12.0,500,502.0,2.0,0,0,,,,,,
2015,7,15,3,AA,1965,N521UW,SFO,CLT,5,9.0,4.0,11.0,20.0,303.0,297.0,266.0,2296,746.0,20.0,808,806.0,-2.0,0,0,,,,,,
2015,7,15,3,AA,260,N3JNAA,LAX,MIA,10,5.0,-5.0,25.0,30.0,312.0,313.0,280.0,2342,810.0,8.0,822,818.0,-4.0,0,0,,,,,,
2015,7,15,3,AA,448,N545UW,SLC,CLT,15,17.0,2.0,12.0,29.0,234.0,227.0,209.0,1727,558.0,6.0,609,604.0,-5.0,0,0,,,,,,
2015,7,15,3,UA,1921,N69826,SEA,IAH,19,23.0,4.0,10.0,33.0,246.0,240.0,223.0,1874,616.0,7.0,625,623.0,-2.0,0,0,,,,,,
2015,7,15,3,AA,771,N519UW,PHX,PHL,35,40.0,5.0,21.0,101.0,270.0,279.0,246.0,2075,807.0,12.0,805,819.0,14.0,0,0,,,,,,
2015,7,15,3,AA,1403,N3DYAA,DFW,MIA,500,459.0,-1.0,13.0,512.0,170.0,194.0,147.0,1121,839.0,34.0,850,913.0,23.0,0,0,,23.0,0.0,0.0,0.0,0.0
2015,7,15,3,AA,1044,N3HJAA,IAH,MIA,500,458.0,-2.0,14.0,512.0,151.0,150.0,126.0,964,818.0,10.0,831,828.0,-3.0,0,0,,,,,,
2015,7,15,3,HA,102,N477HA,HNL,ITO,500,455.0,-5.0,12.0,507.0,52.0,60.0,42.0,216,549.0,6.0,552,555.0,3.0,0,0,,,,,,
2015,7,15,3,B6,939,N597JB,JFK,BQN,506,511.0,5.0,14.0,525.0,225.0,222.0,200.0,1576,845.0,8.0,851,853.0,2.0,0,0,,,,,,
2015,7,15,3,AA,1963,N740UW,BWI,CLT,515,509.0,-6.0,11.0,520.0,78.0,70.0,56.0,361,616.0,3.0,633,619.0,-14.0,0,0,,,,,,
2015,7,15,3,WN,567,N7752B,MDW,PHX,525,523.0,-2.0,6.0,529.0,215.0,207.0,194.0,1444,643.0,7.0,700,650.0,-10.0,0,0,,,,,,
2015,7,15,3,WN,269,N565WN,ATL,BWI,530,529.0,-1.0,13.0,542.0,105.0,107.0,82.0,577,704.0,12.0,715,716.0,1.0,0,0,,,,,,
2015,7,15,3,WN,1270,N8653A,MHT,MDW,530,526.0,-4.0,9.0,535.0,155.0,133.0,119.0,838,634.0,5.0,705,639.0,-26.0,0,0,,,,,,
2015,7,15,3,AA,281,N372AA,MIA,DFW,600,609.0,9.0,19.0,628.0,186.0,169.0,143.0,1121,751.0,7.0,806,758.0,-8.0,0,0,,,,,,
2015,7,16,4,NK,298,N639NK,LAS,IAH,3,20.0,17.0,15.0,35.0,177.0,174.0,145.0,1222,500.0,14.0,500,514.0,14.0,0,0,,,,,,
2015,7,16,4,AA,1965,N587UW,SFO,CLT,5,2359.0,-6.0,15.0,14.0,303.0,269.0,251.0,2296,725.0,3.0,808,728.0,-40.0,0,0,,,,,,
2015,7,16,4,AA,260,N3GEAA,LAX,MIA,10,8.0,-2.0,47.0,55.0,312.0,341.0,287.0,2342,842.0,7.0,822,849.0,27.0,0,0,,27.0,0.0,0.0,0.0,0.0
2015,7,16,4,AA,448,N546UW,SLC,CLT,15,7.0,-8.0,13.0,20.0,234.0,233.0,213.0,1727,553.0,7.0,609,600.0,-9.0,0,0,,,,,,
2015,7,16,4,UA,1921,N68823,SEA,IAH,19,59.0,40.0,10.0,109.0,246.0,236.0,222.0,1874,651.0,4.0,625,655.0,30.0,0,0,,0.0,0.0,14.0,16.0,0.0
2015,7,16,4,AA,771,N179UW,PHX,PHL,35,34.0,-1.0,10.0,44.0,270.0,259.0,240.0,2075,744.0,9.0,805,753.0,-12.0,0,0,,,,,,
2015,7,16,4,AA,1403,N3EUAA,DFW,MIA,500,513.0,13.0,23.0,536.0,170.0,182.0,150.0,1121,906.0,9.0,850,915.0,25.0,0,0,,12.0,0.0,13.0,0.0,0.0
2015,7,16,4,AA,1044,N3DJAA,IAH,MIA,500,459.0,-1.0,13.0,512.0,151.0,162.0,129.0,964,821.0,20.0,831,841.0,10.0,0,0,,,,,,
2015,7,16,4,HA,102,N484HA,HNL,ITO,500,455.0,-5.0,9.0,504.0,52.0,49.0,35.0,216,539.0,5.0,552,544.0,-8.0,0,0,,,,,,
2015,7,16,4,B6,939,N651JB,JFK,BQN,506,506.0,0.0,17.0,523.0,225.0,223.0,199.0,1576,842.0,7.0,851,849.0,-2.0,0,0,,,,,,
